committee_id,no_of_members,no_of_posts,no_of_events,followers,tags
4361,15,21,5,44,"sports, literature"
4362,10,14,7,26,sports
4363,11,17,13,15,"sports, science, literature"
4364,11,11,6,24,science
4365,14,23,15,27,"sports, literature"
4366,11,24,14,47,"sports, science, literature"
4367,13,28,14,21,literature
4368,12,30,9,23,sports
4369,15,20,7,14,sports
4370,11,15,19,26,science
4371,11,28,16,32,"sports, science, literature"
4372,12,19,6,22,sports
4373,12,12,6,30,science
4374,13,30,10,12,"sports, literature"
4375,13,13,14,43,"sports, science, literature"
4376,10,23,14,42,science
4377,15,12,5,21,literature
4378,11,20,13,28,"science, literature"
4379,12,23,17,15,"sports, science, literature"
4380,14,12,12,42,"sports, science"
4381,14,26,15,38,science
4382,10,21,15,21,"sports, science"
4383,15,13,14,45,"science, literature"
4384,11,11,11,45,literature
4385,12,12,12,23,"sports, literature"
4386,11,20,16,49,"sports, science"
4387,14,28,13,40,literature
4388,11,26,9,31,science
4389,11,17,12,41,"science, literature"
4390,14,13,14,49,"sports, science"
4391,12,17,17,11,"science, literature"
4392,15,29,8,12,"sports, science, literature"
4393,10,25,12,28,science
4394,12,28,11,32,"sports, literature"
4395,10,18,6,20,"sports, science, literature"
4396,11,10,5,38,"sports, science, literature"
4397,14,17,9,14,"sports, science"
4398,11,10,6,38,"sports, science, literature"
4399,15,19,13,17,literature
4400,12,20,8,47,"sports, literature"
4401,12,20,18,11,"sports, science, literature"
4402,12,28,16,14,literature
4403,14,11,19,41,science
4404,15,13,17,29,science
4405,10,30,11,19,sports
4406,11,13,5,20,"sports, literature"
4407,13,13,5,36,"sports, science"
4408,12,30,20,14,"sports, science"
4409,12,19,11,34,"sports, literature"
4410,12,25,14,29,"sports, literature"
4411,11,28,10,27,"sports, science, literature"
4412,12,22,16,46,science
4413,13,13,9,16,"sports, science"
4414,12,26,10,48,sports
4415,11,11,11,32,science
4416,11,30,13,49,"science, literature"
4417,14,12,11,50,science
4418,12,23,8,50,science
4419,12,22,9,45,"sports, science"
4420,10,10,13,41,literature
4421,11,27,15,30,sports
4422,14,14,8,21,"science, literature"
4423,14,19,12,11,"sports, science"
4424,15,19,5,42,"science, literature"
4425,12,26,14,13,"science, literature"
4426,15,15,18,36,literature
4427,11,11,13,20,science
4428,14,19,10,38,"sports, science, literature"
4429,11,26,13,37,"sports, science"
4430,12,19,7,46,sports
4431,10,13,7,12,"sports, science"
4432,11,25,11,31,"sports, science"
4433,14,12,15,22,literature
4434,11,12,20,23,sports
4435,15,27,14,50,"sports, science"
4436,13,13,11,43,"sports, science"
4437,10,23,5,16,science
4438,11,12,17,35,"sports, literature"
4439,10,26,12,17,science
4440,12,19,15,31,"sports, literature"
4441,15,14,7,19,"sports, science, literature"
4442,12,29,13,27,"sports, science, literature"
4443,10,21,6,28,literature
4444,15,12,17,18,science
4445,15,23,16,12,science
4446,10,21,14,49,literature
4447,11,13,20,43,literature
4448,10,19,20,18,sports
4449,12,15,6,23,"sports, literature"
4450,13,24,20,10,"sports, literature"
4451,11,17,11,24,"sports, science"
4452,15,15,14,12,"sports, science"
4453,15,28,14,18,literature
4454,12,21,15,50,science
4455,13,10,13,27,"sports, science"
4456,10,12,9,22,"sports, science, literature"
4457,14,11,20,38,"sports, science"
4458,13,12,11,25,"science, literature"
4459,13,14,11,29,"sports, science"
4460,14,26,10,49,science
4461,12,27,11,36,sports
4462,12,20,12,48,"science, literature"
4463,14,20,12,12,sports
4464,12,10,5,25,literature
4465,11,16,14,14,"sports, science"
4466,12,11,13,17,"science, literature"
4467,12,22,7,47,"science, literature"
4468,15,22,6,10,"sports, science"
4469,12,24,14,14,"sports, science, literature"
4470,10,13,9,12,literature
4471,12,19,13,40,"sports, science"
4472,14,24,13,25,"sports, science"
4473,14,14,18,49,"sports, literature"
4474,14,12,11,47,"sports, science"
4475,14,10,17,19,science
4476,15,14,20,18,"sports, science, literature"
4477,11,13,8,49,literature
4478,10,29,6,47,literature
4479,12,20,9,10,"science, literature"
4480,13,18,6,23,"science, literature"
4481,13,26,9,34,"sports, science, literature"
4482,10,26,11,32,"sports, literature"
4483,12,30,10,44,"sports, science, literature"
4484,11,21,16,49,"sports, literature"
4485,15,27,13,40,"sports, science"
4486,11,27,10,34,"sports, science"
4487,15,18,9,33,"sports, literature"
4488,13,15,15,47,literature
4489,11,18,16,30,"sports, science, literature"
4490,12,24,13,10,"sports, literature"
4491,11,28,10,50,"science, literature"
4492,13,14,8,25,"sports, science, literature"
4493,12,27,19,12,science
4494,12,10,9,36,science
4495,13,21,16,33,sports
4496,10,17,8,17,literature
4497,12,21,12,20,science
4498,11,14,6,25,literature
4499,15,17,7,37,sports
4500,15,24,5,26,science
4501,14,12,20,44,literature
4502,10,20,14,26,"sports, science"
4503,15,10,17,20,literature
4504,13,16,12,23,"sports, literature"
4505,10,23,12,46,sports
4506,12,10,18,43,"science, literature"
4507,12,22,14,32,"sports, science"
4508,11,11,12,22,"sports, science"
4509,15,24,11,40,"sports, science, literature"
4510,13,28,6,15,sports
4511,10,12,20,42,literature
4512,15,28,5,21,literature
4513,11,16,20,30,"sports, literature"
4514,15,22,10,29,sports
4515,13,27,11,42,"sports, science, literature"
4516,12,17,17,14,sports
4517,15,19,18,31,"sports, science, literature"
4518,12,11,14,20,science
4519,15,30,20,47,sports
4520,13,11,20,36,science
4521,12,28,8,44,"science, literature"
4522,13,17,13,48,"sports, literature"
4523,14,25,5,28,science
4524,11,26,12,39,literature
4525,14,11,11,43,literature
4526,13,17,9,25,"science, literature"
4527,11,18,5,16,science
4528,10,17,11,13,sports
4529,15,18,11,37,"sports, science, literature"
4530,13,18,20,12,"sports, science, literature"
4531,10,25,5,28,"science, literature"
4532,14,10,9,11,literature
4533,15,20,7,16,"sports, science"
4534,12,15,11,12,literature
4535,15,28,19,10,science
4536,13,16,17,28,"sports, literature"
4537,11,25,10,47,"sports, literature"
4538,14,29,20,22,science
4539,14,25,6,30,science
4540,14,12,11,18,"sports, science, literature"
4541,14,25,16,26,"sports, literature"
4542,11,23,18,32,"sports, literature"
4543,11,26,11,35,science
4544,12,23,14,46,"sports, literature"
4545,11,12,18,32,sports
4546,15,30,10,31,science
4547,15,10,16,48,"sports, literature"
4548,14,25,17,43,"sports, science, literature"
4549,12,30,8,22,"sports, literature"
4550,14,15,5,42,science
4551,11,30,9,23,literature
4552,12,29,15,10,"science, literature"
4553,14,29,8,23,science
4554,13,26,6,31,literature
4555,11,26,9,26,science
4556,14,19,8,40,sports
4557,15,14,15,16,"sports, science, literature"
4558,13,16,16,25,sports
4559,13,24,17,33,"sports, science"
4560,15,29,5,42,"sports, science, literature"
4561,14,18,18,34,science
4562,15,19,15,50,science
4563,10,25,7,35,"sports, science"
4564,14,10,7,10,literature
4565,11,18,17,17,"sports, literature"
4566,12,15,12,37,sports
4567,14,17,14,34,literature
4568,14,20,8,41,literature
4569,15,16,11,30,"science, literature"
4570,11,23,12,21,"sports, literature"
4571,12,15,6,28,literature
4572,10,26,13,31,"sports, science, literature"
4573,15,24,19,25,"sports, literature"
4574,12,19,13,41,"science, literature"
4575,15,20,19,26,sports
4576,12,12,14,34,sports
4577,13,22,10,37,"sports, literature"
4578,15,30,8,50,"science, literature"
4579,15,16,11,46,literature
4580,13,16,18,11,sports
4581,12,28,16,13,"sports, science, literature"
4582,12,27,18,17,literature
4583,12,21,20,36,science
4584,14,15,6,17,"sports, literature"
4585,12,25,15,22,"sports, literature"
4586,14,27,19,49,science
4587,15,16,7,39,literature
4588,12,26,19,26,"sports, literature"
4589,12,11,19,28,literature
4590,12,24,18,36,science
4591,14,22,20,17,sports
4592,11,19,8,48,"sports, literature"
4593,11,20,6,34,literature
4594,13,13,7,40,"sports, science"
4595,14,16,15,11,"sports, literature"
4596,14,26,17,47,science
4597,13,27,10,16,sports
4598,11,18,10,17,sports
4599,10,20,20,12,"sports, literature"
4600,12,26,6,46,sports
4601,14,25,10,36,"science, literature"
4602,11,12,19,16,science
4603,11,27,18,10,science
4604,11,25,7,35,science
4605,15,18,18,43,"sports, literature"
4606,12,25,11,22,science
4607,11,25,15,37,science
4608,14,25,8,26,science
4609,14,16,5,10,"sports, science, literature"
4610,10,26,13,36,science
4611,11,20,12,15,"science, literature"
4612,10,21,10,31,"sports, science"
4613,10,12,16,27,"sports, literature"
4614,15,20,6,14,"science, literature"
4615,10,10,13,30,sports
4616,11,21,18,18,science
4617,14,26,20,24,"sports, science, literature"
4618,10,23,20,39,"sports, literature"
4619,14,30,10,24,science
4620,15,18,12,20,"science, literature"
4621,12,25,13,24,sports
4622,10,26,16,38,"science, literature"
4623,14,21,7,37,"sports, literature"
4624,10,30,7,40,sports
4625,11,30,9,16,literature
4626,15,27,20,25,"sports, literature"
4627,12,16,12,34,science
4628,10,12,16,40,science
4629,14,11,6,12,"sports, literature"
4630,12,26,12,11,science
4631,15,27,18,25,"science, literature"
4632,12,11,17,50,"sports, literature"
4633,15,19,10,22,literature
4634,11,29,14,33,sports
4635,10,11,12,26,sports
4636,10,13,5,39,sports
4637,11,19,10,25,sports
4638,14,14,17,19,science
4639,11,15,6,38,"sports, science, literature"
4640,14,18,6,18,"sports, science"
4641,12,26,16,10,science
4642,13,23,19,13,literature
4643,12,15,6,13,"sports, literature"
4644,15,25,10,17,"sports, science, literature"
4645,15,24,13,45,"science, literature"
4646,14,15,12,45,sports
4647,13,20,20,25,"science, literature"
4648,10,26,7,37,science
4649,14,29,18,21,science
4650,10,25,13,10,science
4651,10,18,10,20,"science, literature"
4652,10,30,10,20,"science, literature"
4653,11,24,6,10,"science, literature"
4654,14,18,18,42,"science, literature"
4655,11,13,10,43,"sports, science, literature"
4656,12,13,10,47,science
4657,12,24,13,21,"sports, science"
4658,14,23,6,22,"sports, science, literature"
4659,14,10,18,46,sports
4660,10,21,9,42,science
4661,14,29,18,49,"science, literature"
4662,15,10,6,36,literature
4663,11,23,19,15,"science, literature"
4664,12,24,11,50,"science, literature"
4665,10,11,5,40,"science, literature"
4666,10,12,8,39,"science, literature"
4667,15,16,18,16,science
4668,10,12,17,20,literature
4669,11,17,17,14,"sports, science"
4670,10,22,18,49,"sports, literature"
4671,15,11,15,10,"sports, science"
4672,12,13,18,22,"sports, science, literature"
4673,11,10,11,40,"sports, science, literature"
4674,15,28,15,10,"sports, literature"
4675,13,25,6,34,science
4676,13,22,5,46,"sports, science, literature"
4677,13,14,14,41,science
4678,10,13,18,31,"science, literature"
4679,14,22,11,47,sports
4680,13,22,18,30,"sports, literature"
4681,14,14,9,23,sports
4682,12,19,18,31,literature
4683,12,27,20,37,"sports, science, literature"
4684,15,21,20,39,"sports, literature"
4685,15,18,7,36,science
4686,12,10,14,29,sports
4687,15,15,8,36,sports
4688,15,24,7,40,"science, literature"
4689,10,23,20,31,"sports, science, literature"
4690,15,19,11,22,science
4691,10,19,5,26,science
4692,14,14,10,15,literature
4693,14,28,9,18,sports
4694,12,20,11,19,sports
4695,11,16,13,28,"science, literature"
4696,11,14,16,12,"sports, literature"
4697,11,20,12,26,sports
4698,14,18,6,34,science
4699,12,10,10,44,science
4700,11,22,16,30,science
4701,10,20,10,35,sports
4702,14,14,9,19,sports
4703,14,27,13,21,science
4704,12,15,16,13,sports
4705,12,27,6,33,"science, literature"
4706,12,19,20,15,"sports, science, literature"
4707,11,30,18,33,literature
4708,15,19,7,18,sports
4709,13,29,15,16,literature
4710,11,12,15,16,"sports, science"
4711,10,16,14,33,"sports, science, literature"
4712,14,26,9,10,"science, literature"
4713,14,19,19,25,"sports, science, literature"
4714,13,30,15,31,sports
4715,14,28,16,33,literature
4716,13,29,14,33,science
4717,15,11,13,25,"sports, science, literature"
4718,10,12,11,15,sports
4719,15,13,12,45,"sports, science, literature"
4720,13,28,16,30,"sports, literature"
4721,12,15,12,18,sports
4722,12,30,6,47,literature
4723,12,11,17,38,science
4724,13,17,13,10,"science, literature"
4725,11,25,12,16,"sports, science"
4726,10,12,8,41,literature
4727,11,11,7,19,sports
4728,12,18,9,20,science
4729,11,22,14,47,"sports, literature"
4730,15,21,15,41,"sports, literature"
4731,10,19,5,18,sports
4732,11,24,9,25,science
4733,13,24,7,32,science
4734,10,11,14,32,"sports, science"
4735,14,28,15,16,"science, literature"
4736,11,14,16,16,literature
4737,11,27,5,44,sports
4738,12,24,18,10,sports
4739,10,29,5,46,"science, literature"
4740,13,24,11,40,"sports, literature"
4741,13,30,18,15,sports
4742,14,24,6,36,"sports, literature"
4743,14,25,9,22,sports
4744,10,18,17,19,sports
4745,13,24,6,44,"sports, science"
4746,11,10,14,13,science
4747,13,11,16,23,science
4748,13,17,8,43,"science, literature"
4749,12,25,13,19,science
4750,10,29,18,48,"sports, science"
4751,12,19,5,27,"sports, literature"
4752,10,19,10,16,science
4753,13,27,13,41,"sports, science, literature"
4754,13,12,19,11,"sports, science"
4755,12,29,7,49,"sports, science"
4756,14,18,9,38,"sports, science"
4757,14,20,13,47,"science, literature"
4758,13,21,8,16,literature
4759,12,25,17,33,"sports, literature"
4760,14,10,6,31,science
4761,14,23,19,21,science
4762,12,28,19,19,science
4763,12,19,10,33,"science, literature"
4764,10,20,13,35,sports
4765,13,24,17,15,literature
4766,12,15,19,36,science
4767,15,19,13,35,"sports, science"
4768,14,20,18,30,"sports, science, literature"
4769,10,19,7,14,sports
4770,13,10,16,21,science
4771,12,21,7,31,"science, literature"
4772,10,17,13,29,literature
4773,11,24,18,19,"sports, science, literature"
4774,12,14,5,27,sports
4775,10,12,15,38,science
4776,13,10,7,32,sports
4777,10,15,10,22,"sports, science, literature"
4778,11,15,6,36,"sports, science, literature"
4779,15,10,19,44,"sports, science, literature"
4780,15,18,15,21,science
4781,10,18,16,29,sports
4782,14,12,19,14,"sports, science"
4783,14,23,10,29,"sports, literature"
4784,13,26,8,15,literature
4785,10,12,9,37,science
4786,14,15,13,39,science
4787,15,27,9,46,sports
4788,13,14,12,29,"science, literature"
4789,10,19,16,34,literature
4790,12,10,5,47,sports
4791,12,10,20,25,"sports, literature"
4792,10,25,19,43,science
4793,12,24,10,33,"sports, science, literature"
4794,12,15,11,32,science
4795,12,16,15,26,"sports, science, literature"
4796,13,14,20,16,science
4797,15,14,7,20,literature
4798,10,16,6,23,"science, literature"
4799,15,18,6,28,"sports, science"
4800,13,14,13,11,literature
4801,12,11,17,23,"sports, science"
4802,13,20,6,18,"sports, literature"
4803,11,13,5,11,"sports, science, literature"
4804,12,12,14,27,"sports, science, literature"
4805,10,21,13,15,"sports, science, literature"
4806,14,10,8,36,sports
4807,13,30,13,22,literature
4808,14,18,10,26,literature
4809,15,24,16,45,"sports, science, literature"
4810,13,27,6,41,science
4811,10,13,5,33,"sports, science, literature"
4812,11,17,7,31,literature
4813,10,25,17,16,literature
4814,13,16,19,24,science
4815,13,18,10,26,"sports, science"
4816,15,11,20,31,literature
4817,11,19,14,14,sports
4818,11,20,13,22,sports
4819,14,30,14,31,"science, literature"
4820,11,25,8,14,"sports, science"
4821,15,16,11,35,"sports, literature"
4822,13,11,13,39,"sports, science"
4823,15,10,13,28,science
4824,10,20,13,37,"sports, literature"
4825,15,18,8,30,"sports, science"
4826,10,14,10,20,"sports, science"
4827,11,17,8,14,literature
4828,14,20,17,32,"sports, literature"
4829,12,29,12,35,"sports, science"
4830,15,11,5,30,sports
4831,13,17,11,11,sports
4832,15,29,10,26,"sports, literature"
4833,15,28,13,34,literature
4834,13,27,13,22,science
4835,13,11,11,17,"sports, science"
4836,14,16,5,33,"sports, science"
4837,14,28,5,45,"sports, science"
4838,11,17,7,32,literature
4839,12,30,10,18,"sports, science"
4840,11,12,18,30,literature
4841,12,14,14,28,sports
4842,15,30,16,16,"sports, science"
4843,14,27,14,16,literature
4844,10,19,8,17,"sports, science, literature"
4845,11,23,18,46,"sports, science"
4846,14,12,7,25,science
4847,12,26,10,21,science
4848,15,14,12,30,"science, literature"
4849,12,23,6,27,literature
4850,13,16,15,40,"sports, science"
4851,13,18,20,42,"sports, literature"
4852,12,21,18,16,science
4853,10,11,16,21,"sports, science, literature"
4854,11,15,5,30,science
4855,15,22,8,35,"sports, science, literature"
4856,12,18,16,41,literature
4857,13,10,18,34,"sports, literature"
4858,10,15,6,34,sports
4859,10,17,12,16,"sports, literature"
4860,12,28,7,13,"sports, science, literature"
4861,11,12,14,11,science
4862,14,24,6,32,science
4863,12,18,7,21,"sports, literature"
4864,11,12,7,48,literature
4865,12,16,13,45,sports
4866,14,17,17,22,sports
4867,11,22,9,42,"science, literature"
4868,10,14,14,12,science
4869,10,13,13,41,sports
4870,12,24,19,13,science
4871,15,16,16,41,sports
4872,12,27,13,12,science
4873,14,17,14,29,literature
4874,12,11,10,10,"sports, science"
4875,10,14,13,12,science
4876,15,26,9,26,science
4877,14,19,15,49,science
4878,10,12,9,13,"sports, literature"
4879,15,12,8,27,"sports, science, literature"
4880,12,16,20,45,sports
4881,14,24,13,29,"sports, science, literature"
4882,10,11,17,16,literature
4883,13,17,17,42,"sports, science"
4884,15,10,8,46,"science, literature"
4885,13,25,10,37,literature
4886,12,29,17,37,"sports, literature"
4887,12,20,18,14,"sports, literature"
4888,14,11,19,49,sports
4889,11,19,5,24,"sports, literature"
4890,11,20,14,22,sports
4891,12,20,9,32,sports
4892,13,29,16,37,"science, literature"
4893,14,29,13,22,science
4894,10,10,5,44,"sports, science"
4895,14,24,9,48,"sports, science, literature"
4896,12,21,8,48,science
4897,11,19,17,10,"sports, science, literature"
4898,11,28,9,29,sports
4899,15,28,16,11,science
4900,14,11,7,33,science
4901,10,23,17,17,"sports, science"
4902,12,18,5,41,sports
4903,11,12,6,43,science
4904,15,13,17,27,"science, literature"
4905,10,24,20,38,"sports, literature"
4906,14,29,18,27,"science, literature"
4907,13,11,10,34,sports
4908,15,11,7,30,"sports, science"
4909,14,11,11,32,sports
4910,12,18,15,31,sports
4911,14,16,20,28,literature
4912,15,13,15,12,literature
4913,13,15,8,22,"sports, literature"
4914,15,21,14,39,"science, literature"
4915,12,18,12,41,"sports, science, literature"
4916,14,19,9,24,literature
4917,14,16,11,42,"sports, science"
4918,10,22,13,37,sports
4919,15,22,16,24,sports
4920,14,11,13,32,science
4921,11,10,5,45,"sports, science"
4922,15,20,11,43,"science, literature"
4923,10,13,5,17,"science, literature"
4924,15,28,12,24,"sports, literature"
4925,13,24,8,48,science
4926,13,28,5,30,"science, literature"
4927,15,18,12,16,"sports, literature"
4928,14,29,16,17,"sports, literature"
4929,10,12,5,23,literature
4930,10,29,20,49,sports
4931,12,23,17,38,"science, literature"
4932,14,22,18,12,science
4933,12,26,17,14,sports
4934,15,22,5,45,literature
4935,14,18,15,44,"sports, science"
4936,10,26,16,44,"sports, science"
4937,15,12,20,27,"sports, science"
4938,11,16,5,20,literature
4939,11,15,8,14,"sports, science"
4940,15,28,11,14,science
4941,13,22,12,25,literature
4942,14,11,20,29,science
4943,12,22,13,15,literature
4944,13,16,20,17,science
4945,12,23,5,20,science
4946,13,25,16,42,science
4947,15,27,17,12,"science, literature"
4948,14,27,17,33,"science, literature"
4949,12,14,14,46,science
4950,15,19,18,36,science
4951,15,30,18,43,literature
4952,13,15,11,32,"sports, science"
4953,12,11,16,30,"science, literature"
4954,15,22,20,37,literature
4955,15,22,6,49,"sports, science"
4956,15,17,19,43,sports
4957,10,23,13,28,"sports, science, literature"
4958,10,13,17,35,literature
4959,15,30,10,11,literature
4960,10,11,14,39,"sports, science"
4961,10,18,14,46,"sports, literature"
4962,10,30,18,34,literature
4963,12,20,6,49,"sports, literature"
4964,14,14,14,33,literature
4965,12,17,12,18,sports
4966,13,10,7,37,"science, literature"
4967,12,30,11,36,"sports, science"
4968,14,25,15,33,"sports, science, literature"
4969,14,11,16,45,"sports, literature"
4970,10,20,13,17,science
4971,15,22,20,28,"science, literature"
4972,10,17,20,18,science
4973,11,30,19,26,"science, literature"
4974,14,20,10,11,science
4975,11,15,13,10,"science, literature"
4976,15,25,17,27,"sports, science"
4977,11,10,7,48,"sports, science"
4978,15,30,11,17,"sports, literature"
4979,14,20,10,25,literature
4980,13,14,9,19,literature
4981,15,30,16,12,"sports, science"
4982,12,28,19,29,sports
4983,13,30,8,23,science
4984,11,13,11,31,"sports, science"
4985,14,27,15,10,sports
4986,14,30,14,17,literature
4987,14,13,12,37,"sports, literature"
4988,14,22,10,21,"sports, literature"
4989,12,25,15,44,literature
4990,13,21,11,25,science
4991,14,22,5,47,"science, literature"
4992,14,30,11,43,science
4993,10,22,12,33,"science, literature"
4994,11,18,16,42,science
4995,12,13,5,20,sports
4996,10,22,12,30,sports
4997,13,23,16,10,literature
4998,13,27,19,16,"sports, literature"
4999,11,25,16,14,"sports, science, literature"
5000,11,29,10,18,literature
,12,17,7,44,"sports, science, literature"
,14,20,18,44,"sports, literature"
